6 7 5 6 9 7 7 8 6 6 7 6 8 9 
15 17 11 15 18 12 15 19 11 19 16 16 13 18 
5 9 6 9 4 9 7 9 9 11 5 8 9 7 
15 16 15 18 17 10 17 17 18 19 15 15 19 15 
12 11 11 12 16 14 12 12 14 11 10 12 13 13 
18 15 18 19 16 13 13 16 18 17 15 18 17 15 
14 10 12 19 11 12 12 14 6 11 14 14 11 11 
3 7 3 3 5 4 2 4 3 4 4 3 4 4 
5 5 8 7 7 9 9 9 5 7 9 7 6 9 
15 13 11 15 17 15 15 11 15 16 11 15 18 16 
30 27 30 30 30 29 30 27 30 27 29 30 30 28 
18 14 16 16 19 16 18 19 15 18 13 16 15 18 
10 11 13 16 8 13 6 12 8 12 19 10 14 11 
16 12 17 17 12 14 16 15 14 16 17 17 19 15 
10 12 11 14 11 14 11 14 13 12 12 12 11 11 
16 18 18 16 18 16 17 15 18 17 19 16 18 15 
6 7 7 8 6 6 5 7 5 6 9 7 6 8 
6 7 6 7 6 9 7 5 14 5 5 9 6 12 
9 6 9 5 8 5 8 5 9 7 5 6 9 5 
10 14 11 13 14 14 14 7 13 14 13 11 14 13 
7 8 5 6 8 6 6 5 8 5 5 7 5 9 
5 6 9 8 13 9 6 8 9 5 9 9 7 8 
18 16 16 19 14 17 17 15 16 16 17 12 11 19 
6 9 9 5 9 9 8 1 8 9 7 9 12 12 
7 5 8 7 9 6 6 11 6 7 7 6 8 7 
22 16 22 17 17 17 16 21 15 16 16 19 17 17 
11 6 14 10 11 9 14 10 11 5 8 13 12 13 
17 15 19 15 17 15 11 16 17 19 18 19 19 15 
10 11 11 14 13 5 12 8 5 7 14 14 10 12 
14 11 11 13 12 10 12 14 7 14 10 14 13 10 
7 9 6 5 8 13 5 8 6 9 7 7 5 8 
10 7 10 10 10 13 14 12 6 11 13 13 10 12 
20 24 21 16 15 15 22 16 17 15 18 27 15 24 
4 3 4 4 0 4 8 4 3 4 0 3 3 3 
22 15 21 15 16 23 24 20 20 18 19 18 18 16 
7 8 8 9 9 6 9 4 5 7 7 6 5 7 
13 11 13 13 12 6 14 13 13 11 10 9 12 10 
12 6 11 13 10 9 6 12 5 13 10 14 10 5 
8 8 8 9 5 5 9 8 8 14 5 8 7 8 
6 6 8 9 5 8 8 5 6 9 5 6 5 7 
16 16 17 17 15 19 15 17 19 14 14 17 11 18 
23 20 19 15 21 20 20 15 21 20 15 17 17 15 
13 13 11 10 11 11 13 14 12 12 13 7 13 14 
20 17 17 23 15 17 17 18 16 20 21 15 21 16 
4 8 9 4 3 4 4 4 4 2 4 4 4 3 
17 18 19 16 15 16 16 17 18 17 10 17 18 17 
